,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
47777,EZYV22298,Asia,Bachelor's,Y,N,3607,1995,South,128422.5,Year,Y,Certified
47778,EZYV22299,Africa,Master's,Y,N,1942,2007,West,162285.42,Year,Y,Certified
47779,EZYV22300,North America,Bachelor's,N,N,704,1980,South,31204.63,Year,Y,Certified
47780,EZYV22301,Asia,High School,Y,N,487,1979,Midwest,102140.3,Year,Y,Certified
47781,EZYV22302,Asia,Doctorate,Y,N,1635,1996,South,116722.19,Year,Y,Certified
47782,EZYV22303,Asia,Doctorate,Y,N,5630,1989,West,13819.35,Year,Y,Denied
47783,EZYV22304,Asia,Bachelor's,N,N,3397,2000,Northeast,49303.9,Year,Y,Denied
47784,EZYV22305,Asia,Bachelor's,Y,N,1121,1998,South,203013.68,Year,Y,Certified
47785,EZYV22306,Asia,Bachelor's,N,Y,2017,1989,South,46368.11,Year,Y,Certified
47786,EZYV22307,North America,Master's,N,N,455,1997,West,38799.54,Year,Y,Denied
47787,EZYV22308,Asia,Bachelor's,N,N,1862,1996,West,58330.9,Year,Y,Certified
47788,EZYV22309,South America,Master's,N,N,2238,2005,Northeast,91806.66,Year,N,Denied
47789,EZYV22310,Asia,Master's,Y,N,2368,1993,Midwest,135896.83,Year,Y,Certified
47790,EZYV22311,Europe,High School,Y,N,28,1868,South,29387.85,Year,Y,Certified
47791,EZYV22312,Asia,Bachelor's,Y,N,546,2006,South,93697.92,Year,Y,Certified
47792,EZYV22313,Asia,Master's,Y,N,3040,2006,Midwest,62931.5,Year,Y,Certified
47793,EZYV22314,Asia,Bachelor's,Y,N,239,2000,West,105857.49,Year,Y,Certified
47794,EZYV22315,Oceania,Bachelor's,N,Y,3150,2000,Northeast,42661.79,Year,N,Denied
47795,EZYV22316,Asia,Master's,Y,N,3171,1945,West,45016.79,Year,Y,Denied
47796,EZYV22317,Asia,High School,Y,N,5593,1979,Northeast,73934.9,Year,Y,Certified
47797,EZYV22318,Asia,Doctorate,Y,Y,379,1845,West,11884.85,Year,Y,Certified
47798,EZYV22319,South America,Master's,Y,N,3999,1978,South,68277.16,Year,Y,Certified
47799,EZYV22320,North America,Doctorate,N,Y,222,1993,West,89485.09,Year,Y,Denied
47800,EZYV22321,North America,Bachelor's,Y,N,3736,2007,West,75070.04,Year,Y,Certified
47801,EZYV22322,Asia,High School,Y,N,3097,2004,Northeast,54100.25,Year,Y,Certified
47802,EZYV22323,Asia,Bachelor's,Y,N,1682,2000,Midwest,30174.12,Year,Y,Certified
47803,EZYV22324,Asia,High School,Y,N,1059,2000,Northeast,59.015,Hour,Y,Denied
47804,EZYV22325,Europe,Master's,N,N,4348,2001,South,29636.78,Year,Y,Certified
47805,EZYV22326,Asia,Master's,N,N,520,1968,Northeast,10282.76,Year,Y,Certified
47806,EZYV22327,Asia,High School,N,N,434,1998,Midwest,58341.54,Year,Y,Certified
47807,EZYV22328,Asia,Master's,Y,N,2461,1831,Midwest,239600.76,Year,Y,Certified
47808,EZYV22329,Asia,Master's,Y,Y,384,1939,South,59557.22,Year,Y,Certified
47809,EZYV22330,Asia,Bachelor's,N,N,140,2005,South,326.3836,Hour,Y,Denied
47810,EZYV22331,Europe,Master's,Y,N,4143,2004,West,67349.98,Year,Y,Certified
47811,EZYV22332,Asia,Master's,Y,N,1358,2005,South,68973.19,Year,Y,Certified
47812,EZYV22333,Europe,Bachelor's,Y,N,3306,1952,South,10990.9,Year,Y,Denied
47813,EZYV22334,Asia,Bachelor's,Y,N,4373,1984,Northeast,59651.36,Year,Y,Certified
47814,EZYV22335,Asia,Bachelor's,Y,N,680,1997,South,109.88,Hour,Y,Denied
47815,EZYV22336,North America,High School,Y,N,2134,2011,South,18893.21,Year,Y,Certified
47816,EZYV22337,Asia,High School,Y,N,3883,2012,South,135250.65,Year,Y,Certified
47817,EZYV22338,Europe,Bachelor's,Y,N,3604,1881,South,93091.19,Week,Y,Denied
47818,EZYV22339,Asia,Bachelor's,Y,N,2414,1973,Northeast,103320.8,Year,N,Denied
47819,EZYV22340,North America,Master's,Y,N,4566,1855,Northeast,34951.03,Year,Y,Certified
47820,EZYV22341,Asia,High School,Y,N,285,2006,Northeast,16692.25,Year,Y,Denied
47821,EZYV22342,Asia,Master's,N,N,318,1992,West,164.86,Hour,Y,Certified
47822,EZYV22343,Asia,Bachelor's,N,N,844,1915,West,80120.87,Year,Y,Certified
47823,EZYV22344,Asia,Master's,Y,N,595,1969,South,154789.23,Year,N,Certified
47824,EZYV22345,Asia,Master's,N,N,472,1963,Northeast,70120.86,Year,Y,Denied
47825,EZYV22346,Asia,Bachelor's,N,N,2554,1987,West,242466.81,Year,Y,Certified
47826,EZYV22347,Asia,Bachelor's,N,N,1213,1994,West,137633.95,Year,Y,Denied
47827,EZYV22348,Asia,High School,N,N,1368,1998,South,120921.27,Year,Y,Certified
47828,EZYV22349,North America,Bachelor's,N,N,194312,2000,West,62589.28,Year,Y,Certified
47829,EZYV22350,Asia,Bachelor's,N,N,3663,2000,West,104370.01,Year,Y,Certified
47830,EZYV22351,Asia,Master's,Y,N,4586,1873,West,66831.19,Year,Y,Certified
47831,EZYV22352,Asia,Master's,Y,N,2274,1858,Midwest,99536.6,Year,Y,Certified
47832,EZYV22353,Oceania,Master's,N,N,3126,2012,South,24.4888,Hour,Y,Denied
47833,EZYV22354,Asia,Bachelor's,N,N,1026,1974,South,95930.11,Year,Y,Denied
47834,EZYV22355,Europe,Master's,Y,N,496,1994,South,41184.49,Year,Y,Certified
47835,EZYV22356,Asia,High School,N,Y,3471,2004,South,97428.51,Year,Y,Certified
47836,EZYV22357,Asia,Master's,N,N,5485,1985,Northeast,83264.09,Year,Y,Denied
47837,EZYV22358,Asia,Bachelor's,Y,N,2555,2008,South,225057.61,Year,Y,Certified
47838,EZYV22359,Asia,Master's,Y,Y,4235,1987,Northeast,104692.28,Year,Y,Certified
47839,EZYV22360,Asia,Bachelor's,Y,N,3098,2005,Northeast,23897.22,Year,Y,Denied
47840,EZYV22361,Asia,Master's,Y,N,886,1986,West,23957.76,Year,Y,Denied
47841,EZYV22362,Asia,High School,N,N,3581,2007,Northeast,79960.59,Year,Y,Certified
47842,EZYV22363,Europe,Master's,N,Y,58,1946,West,14978.83,Year,Y,Certified
47843,EZYV22364,Africa,Master's,N,N,943,1923,Northeast,103755.84,Year,Y,Certified
47844,EZYV22365,Asia,Master's,N,N,1418,1981,Midwest,41833.39,Year,Y,Certified
47845,EZYV22366,Asia,High School,Y,N,2697,1999,South,45510.62,Year,Y,Denied
47846,EZYV22367,Europe,Bachelor's,N,N,1622,2009,South,99373.06,Year,Y,Certified
47847,EZYV22368,Asia,Master's,Y,N,108945,2012,Northeast,105165.56,Year,N,Denied
47848,EZYV22369,Europe,Master's,Y,N,483,1999,Northeast,93562.61,Year,Y,Certified
47849,EZYV22370,South America,Master's,N,N,692,2009,West,75678.83,Year,Y,Denied
47850,EZYV22371,Asia,Master's,N,N,2491,1993,South,115773.56,Year,N,Denied
47851,EZYV22372,North America,Master's,Y,N,1659,1970,Northeast,105680.29,Year,Y,Certified
47852,EZYV22373,Europe,Master's,Y,N,121,2003,West,31033.42,Year,Y,Certified
47853,EZYV22374,South America,High School,N,Y,722,1980,South,111515.87,Year,Y,Certified
47854,EZYV22375,Asia,Master's,N,N,854,2009,South,120958.4,Year,N,Certified
47855,EZYV22376,Asia,Master's,Y,N,2770,2007,West,93523.43,Year,Y,Denied
47856,EZYV22377,Europe,Master's,N,N,132782,1993,Northeast,83488.1,Year,Y,Certified
47857,EZYV22378,Asia,Bachelor's,N,N,3731,1818,Midwest,16111.61,Year,Y,Denied
47858,EZYV22379,North America,Bachelor's,N,N,2636,1997,Northeast,116778.61,Year,Y,Certified
47859,EZYV22380,South America,Master's,Y,N,3460,1935,Northeast,69823.99,Year,Y,Denied
47860,EZYV22381,Asia,Master's,Y,N,4509,2006,South,22326.45,Year,Y,Certified
47861,EZYV22382,Asia,Master's,N,N,97,1981,Northeast,17912.63,Year,Y,Certified
47862,EZYV22383,Asia,Master's,Y,N,636,1970,South,40330.76,Week,Y,Denied
47863,EZYV22384,Asia,High School,Y,N,949,2011,West,26590.54,Year,Y,Denied
47864,EZYV22385,Asia,Master's,Y,N,1309,1855,West,87892.63,Year,N,Certified
47865,EZYV22386,Asia,Doctorate,Y,N,301,1993,Northeast,108906.09,Year,Y,Certified
47866,EZYV22387,Asia,Master's,N,Y,2066,1843,South,169536.05,Year,Y,Denied
47867,EZYV22388,Asia,Master's,Y,N,3364,1997,Northeast,1073.47,Year,Y,Certified
47868,EZYV22389,Asia,Master's,Y,N,-14,1986,South,17893.11,Year,Y,Certified
47869,EZYV22390,Asia,Master's,Y,N,582,1984,Midwest,114876.33,Year,Y,Certified
47870,EZYV22391,North America,High School,N,N,2477,2008,Midwest,532.6818,Hour,Y,Denied
47871,EZYV22392,Asia,High School,Y,N,3142,2006,Northeast,87176.05,Year,Y,Certified
47872,EZYV22393,Asia,Master's,Y,N,3138,2004,West,41540.62,Year,Y,Denied
47873,EZYV22394,Asia,Bachelor's,N,N,3409,1964,South,82633.22,Year,Y,Certified
47874,EZYV22395,Europe,Doctorate,N,N,218,2010,Midwest,78484.73,Year,Y,Certified
47875,EZYV22396,North America,Master's,Y,N,2914,1896,South,117402.45,Year,N,Denied
47876,EZYV22397,Asia,Bachelor's,N,N,2507,1998,Northeast,127822.96,Year,Y,Certified
47877,EZYV22398,Asia,Bachelor's,Y,N,4018,2006,South,11693.34,Year,Y,Certified
47878,EZYV22399,Asia,Bachelor's,Y,N,55274,1906,South,65298.93,Year,Y,Denied
47879,EZYV22400,Asia,Master's,N,N,1930,1986,South,278250.32,Year,N,Certified
47880,EZYV22401,Asia,Bachelor's,N,Y,979,2004,South,144691.23,Year,Y,Certified
47881,EZYV22402,Asia,High School,Y,N,104,1943,Midwest,149781.03,Year,N,Certified
47882,EZYV22403,Europe,Bachelor's,N,N,69015,2008,South,47675.74,Year,Y,Denied
47883,EZYV22404,Europe,Doctorate,Y,N,3177,1903,West,112828.82,Year,Y,Certified
47884,EZYV22405,Asia,Bachelor's,Y,N,2019,1987,Northeast,88841.0,Year,Y,Certified
47885,EZYV22406,Asia,Master's,Y,N,1096,2001,Northeast,80487.63,Year,Y,Certified
47886,EZYV22407,Europe,Bachelor's,Y,Y,2766,1999,West,125178.21,Year,Y,Certified
47887,EZYV22408,North America,Master's,Y,N,1532,2001,Northeast,116930.98,Year,N,Certified
47888,EZYV22409,Asia,Master's,Y,N,136,1867,Northeast,203056.19,Year,N,Certified
47889,EZYV22410,Asia,Master's,N,N,1718,1992,West,339.5964,Hour,Y,Denied
47890,EZYV22411,Asia,Bachelor's,Y,N,216,2002,Northeast,47986.5,Year,Y,Certified
47891,EZYV22412,Europe,Doctorate,Y,N,4470,2012,South,44092.49,Year,Y,Certified
47892,EZYV22413,Europe,Master's,N,N,2929,1979,West,28164.35,Year,Y,Certified
47893,EZYV22414,Asia,Bachelor's,N,N,1274,2006,Northeast,53209.56,Year,Y,Certified
47894,EZYV22415,Asia,Bachelor's,N,N,2764,1906,South,807.6601,Hour,Y,Denied
47895,EZYV22416,Asia,Bachelor's,Y,N,1391,2010,Northeast,5070.17,Year,Y,Certified
47896,EZYV22417,Asia,Bachelor's,Y,Y,64,1911,South,104554.57,Year,Y,Certified
47897,EZYV22418,Europe,Bachelor's,N,Y,1071,1942,West,56216.48,Year,Y,Certified
47898,EZYV22419,Europe,Bachelor's,Y,N,549,2001,West,120374.32,Year,Y,Certified
47899,EZYV22420,Europe,Master's,Y,N,22104,1995,Northeast,88057.42,Year,Y,Certified
47900,EZYV22421,Asia,Bachelor's,N,N,2582,2004,West,572.0448,Hour,Y,Denied
47901,EZYV22422,North America,Master's,N,N,3714,2012,South,52806.82,Year,Y,Certified
47902,EZYV22423,Asia,Master's,Y,N,3439,1999,Northeast,44814.6,Week,Y,Denied
47903,EZYV22424,Asia,Bachelor's,Y,N,1691,2000,South,74966.28,Year,Y,Certified
47904,EZYV22425,Asia,Bachelor's,N,Y,22778,2007,Midwest,89155.79,Year,Y,Certified
47905,EZYV22426,Europe,High School,Y,Y,2576,2005,South,45373.6,Year,Y,Certified
47906,EZYV22427,Asia,Master's,N,N,2896,1962,West,80708.9,Year,Y,Denied
47907,EZYV22428,Asia,Bachelor's,N,N,1677,1990,Northeast,878.2895,Hour,Y,Denied
47908,EZYV22429,Asia,Bachelor's,N,N,552,1997,South,89458.13,Year,Y,Certified
47909,EZYV22430,Asia,Bachelor's,N,Y,3723,1976,Northeast,101300.95,Year,Y,Certified
47910,EZYV22431,Asia,Master's,Y,N,769,1949,South,104292.98,Year,Y,Certified
47911,EZYV22432,Asia,Master's,N,Y,1231,1999,South,59901.83,Year,Y,Certified
47912,EZYV22433,Asia,Master's,N,N,117226,2008,Northeast,17257.46,Year,Y,Denied
47913,EZYV22434,Asia,Bachelor's,N,N,4074,1999,Midwest,18377.34,Year,Y,Certified
47914,EZYV22435,Asia,Master's,Y,N,1789,1963,Northeast,111907.48,Year,Y,Certified
47915,EZYV22436,North America,Bachelor's,Y,N,947,1995,Northeast,192647.88,Year,Y,Certified
47916,EZYV22437,Asia,Master's,Y,N,2533,1872,Northeast,31400.72,Year,Y,Certified
47917,EZYV22438,North America,Bachelor's,N,N,1844,1977,Midwest,166548.89,Year,Y,Denied
47918,EZYV22439,Asia,Bachelor's,N,N,1755,2003,Midwest,203547.58,Year,Y,Denied
47919,EZYV22440,Asia,Master's,Y,N,851,1998,South,115358.69,Year,Y,Certified
47920,EZYV22441,Asia,High School,N,N,9015,1984,West,70098.18,Year,Y,Certified
47921,EZYV22442,Asia,High School,Y,N,2784,1993,Northeast,63187.39,Year,Y,Certified
47922,EZYV22443,Asia,Master's,Y,N,514,1990,Midwest,845.1618,Hour,Y,Denied
47923,EZYV22444,Asia,Master's,N,N,602,1976,South,108810.85,Year,Y,Denied
47924,EZYV22445,Asia,Master's,N,N,4415,1981,Midwest,146355.67,Year,Y,Certified
47925,EZYV22446,Asia,Bachelor's,Y,N,631,2012,West,92642.43,Year,Y,Certified
47926,EZYV22447,North America,High School,Y,N,1843,2005,Midwest,53067.46,Year,Y,Certified
47927,EZYV22448,Europe,Master's,N,N,3521,2000,West,89905.36,Year,Y,Certified
47928,EZYV22449,North America,Master's,Y,N,5197,1977,South,110184.98,Week,Y,Denied
47929,EZYV22450,Asia,Master's,Y,N,2132,2013,South,157147.35,Year,Y,Certified
47930,EZYV22451,Asia,High School,Y,N,1799,1999,West,1219.74,Year,Y,Certified
47931,EZYV22452,Asia,Bachelor's,N,N,294,2003,West,27803.06,Year,Y,Denied
47932,EZYV22453,South America,Bachelor's,N,N,2315,2002,Northeast,387.9725,Hour,Y,Certified
47933,EZYV22454,Europe,Bachelor's,N,N,4812,1987,West,13353.76,Year,Y,Certified
47934,EZYV22455,Asia,Bachelor's,N,N,991,1931,Northeast,38334.29,Year,Y,Certified
47935,EZYV22456,North America,Bachelor's,N,N,1905,2012,South,62561.71,Year,N,Certified
47936,EZYV22457,Europe,Master's,N,N,1320,1977,Northeast,203162.59,Year,Y,Certified
47937,EZYV22458,Asia,Bachelor's,Y,N,3195,1926,West,128833.78,Year,Y,Denied
47938,EZYV22459,North America,Master's,Y,N,3124,2005,West,69711.67,Year,Y,Certified
47939,EZYV22460,Asia,Bachelor's,Y,N,196,2004,South,2390.83,Year,Y,Certified
47940,EZYV22461,Europe,Doctorate,Y,N,638,1999,West,110215.13,Year,Y,Denied
47941,EZYV22462,North America,Doctorate,N,N,701,2009,Northeast,6250.78,Year,Y,Certified
47942,EZYV22463,Asia,Bachelor's,N,N,1676,2004,Northeast,101314.5,Year,Y,Certified
47943,EZYV22464,Europe,Master's,N,N,401,1968,West,31357.04,Year,Y,Denied
47944,EZYV22465,Asia,Bachelor's,N,N,2265,2001,South,81492.52,Year,Y,Certified
47945,EZYV22466,Asia,Bachelor's,N,N,29062,1995,Northeast,641.5868,Hour,Y,Denied
47946,EZYV22467,Asia,Master's,N,N,5196,2006,Northeast,102123.62,Year,N,Certified
47947,EZYV22468,Asia,Master's,Y,Y,29434,1983,South,90890.56,Year,Y,Certified
47948,EZYV22469,Asia,High School,N,N,2428,2003,South,22836.49,Year,Y,Denied
47949,EZYV22470,Asia,Bachelor's,N,Y,108,2005,South,100322.56,Year,Y,Certified
47950,EZYV22471,Europe,Bachelor's,Y,N,1758,1998,West,39832.98,Year,Y,Certified
47951,EZYV22472,North America,Master's,N,N,2673,1831,West,44575.6,Year,Y,Certified
47952,EZYV22473,Europe,Doctorate,N,N,1914,1971,Midwest,68973.47,Year,Y,Certified
47953,EZYV22474,Asia,Bachelor's,Y,N,2407,1987,Northeast,70039.82,Year,Y,Denied
47954,EZYV22475,Europe,Master's,Y,N,59872,2004,West,93267.31,Year,Y,Certified
47955,EZYV22476,Asia,Bachelor's,N,N,987,1999,South,45928.2,Year,Y,Denied
47956,EZYV22477,Asia,Master's,N,N,2384,1977,Midwest,130705.18,Year,Y,Certified
47957,EZYV22478,Europe,Master's,Y,N,1471,1834,Midwest,115523.78,Year,Y,Certified
47958,EZYV22479,Europe,High School,Y,N,1159,2009,West,58102.96,Year,Y,Certified
47959,EZYV22480,Europe,Bachelor's,N,N,2384,2000,South,109.34,Hour,Y,Denied
47960,EZYV22481,Asia,Master's,N,N,3450,1868,South,102.7,Hour,Y,Denied
47961,EZYV22482,Asia,Bachelor's,Y,N,2703,1992,Midwest,107354.97,Year,Y,Certified
47962,EZYV22483,Asia,High School,N,N,1797,1944,South,187989.36,Year,Y,Denied
47963,EZYV22484,Asia,Master's,N,N,1570,2007,Midwest,109438.1,Year,Y,Certified
47964,EZYV22485,Asia,Bachelor's,Y,N,535,2001,South,49803.42,Year,Y,Certified
47965,EZYV22486,Asia,High School,N,Y,1459,1999,West,191628.84,Year,Y,Certified
47966,EZYV22487,North America,Bachelor's,Y,N,946,1977,Midwest,60292.09,Year,Y,Certified
47967,EZYV22488,North America,Doctorate,Y,N,2468,1986,West,763.5457,Hour,Y,Denied
47968,EZYV22489,Asia,Master's,Y,N,2175,1984,West,640.3602,Hour,Y,Denied
47969,EZYV22490,North America,Master's,Y,N,4750,1902,West,79464.64,Year,Y,Denied
47970,EZYV22491,Asia,Master's,N,N,3000,2000,Northeast,166.8968,Hour,Y,Denied
47971,EZYV22492,Asia,Bachelor's,Y,N,4315,1898,Northeast,36334.05,Year,Y,Certified
47972,EZYV22493,North America,Bachelor's,N,N,2193,2008,Midwest,35695.29,Year,Y,Certified
47973,EZYV22494,Asia,Bachelor's,N,N,476,2001,Northeast,91893.93,Year,Y,Certified
47974,EZYV22495,Asia,Master's,Y,N,668,2000,West,216909.49,Year,Y,Denied
47975,EZYV22496,Europe,Master's,N,N,2649,2007,Midwest,101.73,Hour,Y,Certified
47976,EZYV22497,North America,Bachelor's,Y,N,997,1920,West,231.7069,Hour,Y,Denied
47977,EZYV22498,Asia,Master's,Y,N,14887,1821,West,2523.53,Year,Y,Certified
47978,EZYV22499,Asia,Bachelor's,Y,N,3777,1946,West,11863.43,Year,Y,Certified
47979,EZYV22500,Asia,Master's,Y,N,4029,2006,South,68993.22,Year,N,Certified
47980,EZYV22501,Asia,Bachelor's,N,Y,1794,1985,West,87119.37,Year,Y,Denied
47981,EZYV22502,Asia,Master's,N,N,1557,2007,Northeast,80068.65,Year,Y,Denied
47982,EZYV22503,Asia,Master's,N,N,3174,1984,South,159391.26,Year,N,Denied
47983,EZYV22504,Europe,Master's,Y,N,32585,1849,West,25331.76,Year,Y,Certified
47984,EZYV22505,Africa,High School,N,N,2999,2005,Midwest,130477.23,Year,Y,Denied
47985,EZYV22506,Asia,Bachelor's,N,N,5619,1982,West,30720.03,Year,Y,Certified
47986,EZYV22507,Asia,Master's,Y,N,900,1999,Northeast,116979.86,Year,Y,Denied
47987,EZYV22508,Asia,Bachelor's,Y,N,3623,2011,South,139416.28,Year,Y,Certified
47988,EZYV22509,Asia,Bachelor's,N,N,2039,2001,South,142865.72,Year,Y,Denied
47989,EZYV22510,Asia,Doctorate,Y,N,4164,2004,South,78432.07,Year,Y,Certified
47990,EZYV22511,Asia,Bachelor's,N,N,414,1986,South,91191.77,Year,Y,Certified
47991,EZYV22512,Oceania,Master's,Y,N,1927,1968,Midwest,24831.89,Week,Y,Certified
47992,EZYV22513,Asia,High School,N,N,1657,2006,South,321.6259,Hour,Y,Denied
47993,EZYV22514,Asia,High School,Y,N,24299,2007,West,118592.88,Year,Y,Denied
47994,EZYV22515,Asia,Bachelor's,Y,N,405,2005,West,110945.58,Year,Y,Certified
47995,EZYV22516,Asia,Doctorate,Y,N,3183,1996,Northeast,48560.52,Year,Y,Certified
47996,EZYV22517,Asia,Bachelor's,N,N,710,1933,Northeast,187928.91,Year,Y,Denied
47997,EZYV22518,Asia,High School,N,N,1789,1997,Midwest,75130.94,Year,Y,Certified
47998,EZYV22519,Asia,Bachelor's,Y,N,3436,1917,West,894.5974,Hour,Y,Denied
47999,EZYV22520,Asia,Master's,Y,N,2225,2004,Midwest,123984.95,Year,Y,Certified
48000,EZYV22521,North America,Master's,Y,N,4178,2000,Midwest,7324.86,Year,Y,Certified
48001,EZYV22522,North America,High School,Y,N,605,2005,South,87890.1,Year,Y,Certified
48002,EZYV22523,North America,Master's,N,Y,208,2006,South,81873.76,Year,Y,Certified
48003,EZYV22524,Europe,Bachelor's,N,N,2404,2010,Northeast,19384.16,Year,Y,Certified
48004,EZYV22525,Asia,Bachelor's,Y,N,4430,1997,Northeast,33929.97,Year,Y,Certified
48005,EZYV22526,Asia,Master's,Y,N,1099,2009,South,85112.36,Year,Y,Certified
48006,EZYV22527,Asia,Master's,Y,N,4355,1982,Northeast,36672.44,Year,Y,Certified
48007,EZYV22528,Asia,Master's,Y,N,2419,1939,South,81355.54,Year,N,Denied
48008,EZYV22529,Asia,Bachelor's,N,N,702,2010,West,137857.43,Year,Y,Certified
48009,EZYV22530,Asia,Bachelor's,Y,Y,4582,1968,West,68345.92,Year,Y,Certified
48010,EZYV22531,Asia,Bachelor's,Y,N,4300,1929,Northeast,120951.75,Year,Y,Denied
48011,EZYV22532,Asia,Master's,N,N,2721,1957,Midwest,55310.41,Year,Y,Certified
48012,EZYV22533,Asia,Master's,Y,N,6320,1938,Northeast,58677.39,Year,Y,Certified
48013,EZYV22534,Europe,Master's,N,Y,1217,1897,West,39521.79,Year,Y,Certified
48014,EZYV22535,Asia,Master's,Y,N,3857,1956,Midwest,122310.01,Year,Y,Certified
48015,EZYV22536,South America,Bachelor's,Y,N,18083,1976,South,25942.3,Year,Y,Certified
48016,EZYV22537,Asia,Bachelor's,Y,N,1520,1977,West,430.4693,Hour,Y,Certified
48017,EZYV22538,Asia,High School,Y,N,3842,2004,Northeast,73817.24,Year,Y,Denied
48018,EZYV22539,Asia,Bachelor's,Y,N,2632,1917,West,170882.09,Year,Y,Certified
48019,EZYV22540,Asia,Bachelor's,N,N,1217,1991,South,77518.3,Year,Y,Certified
48020,EZYV22541,Asia,Bachelor's,N,N,2603,1984,West,201488.46,Year,N,Denied
48021,EZYV22542,Asia,Bachelor's,N,N,3954,1998,Northeast,129.47,Hour,Y,Certified
48022,EZYV22543,North America,Doctorate,Y,N,67756,1870,Island,118519.52,Year,Y,Certified
48023,EZYV22544,Asia,Bachelor's,Y,N,2661,1972,Northeast,27593.85,Year,Y,Denied
48024,EZYV22545,Europe,Bachelor's,Y,N,5762,1998,West,2609.42,Year,Y,Certified
48025,EZYV22546,Asia,Doctorate,N,N,5033,1968,South,74751.42,Year,N,Certified
48026,EZYV22547,Asia,Master's,N,N,6595,2001,Midwest,114036.66,Year,Y,Denied
48027,EZYV22548,Asia,Bachelor's,N,N,2584,1973,West,86643.27,Year,Y,Certified
48028,EZYV22549,Asia,Bachelor's,Y,N,2327,1998,West,241928.36,Year,Y,Certified
48029,EZYV22550,Asia,Master's,N,N,1557,1997,Midwest,71980.61,Year,Y,Certified
48030,EZYV22551,North America,Master's,N,N,527,1899,South,50173.64,Year,N,Denied
48031,EZYV22552,South America,Doctorate,Y,N,12071,1925,West,34971.14,Year,Y,Certified
48032,EZYV22553,North America,High School,Y,N,1867,1990,West,32868.85,Year,Y,Certified
48033,EZYV22554,Africa,Master's,N,Y,4245,1968,Northeast,148730.84,Year,Y,Certified
48034,EZYV22555,Asia,Master's,N,N,1358,2000,Northeast,105570.5,Year,N,Certified
48035,EZYV22556,Europe,Master's,N,N,4202,1995,Northeast,140820.67,Year,N,Denied
48036,EZYV22557,Asia,Master's,N,N,3737,1881,Midwest,107842.92,Year,Y,Certified
48037,EZYV22558,Asia,Master's,Y,N,1379,2010,Midwest,43501.55,Year,Y,Certified
48038,EZYV22559,Asia,Master's,Y,N,982,2007,Northeast,53367.94,Year,N,Certified
48039,EZYV22560,Asia,Master's,N,N,21021,1977,Northeast,164.0089,Hour,Y,Denied
48040,EZYV22561,North America,Bachelor's,Y,N,4992,2008,South,14804.19,Year,Y,Certified
48041,EZYV22562,Asia,Bachelor's,Y,N,1685,2007,South,109502.91,Year,Y,Denied
48042,EZYV22563,Asia,Master's,N,N,4898,2000,Midwest,96256.08,Year,Y,Certified
48043,EZYV22564,Asia,Master's,N,N,3173,1898,Island,86002.73,Year,Y,Denied
48044,EZYV22565,Europe,Doctorate,Y,N,1822,2012,South,77372.83,Year,Y,Certified
48045,EZYV22566,North America,High School,Y,Y,305,1821,West,72306.84,Year,Y,Denied
48046,EZYV22567,North America,Master's,Y,N,3445,1979,Northeast,33015.16,Year,Y,Certified
48047,EZYV22568,Europe,Doctorate,Y,N,4596,1951,South,58706.21,Year,Y,Certified
48048,EZYV22569,Asia,Bachelor's,Y,N,2753,1995,South,51559.67,Year,Y,Denied
48049,EZYV22570,South America,Bachelor's,Y,N,3457,1961,Midwest,107666.02,Year,Y,Certified
48050,EZYV22571,North America,Bachelor's,Y,N,1329,1978,West,9283.53,Year,Y,Certified
48051,EZYV22572,North America,Bachelor's,Y,N,1308,2010,West,88764.1,Year,Y,Certified
48052,EZYV22573,Asia,Bachelor's,Y,N,4622,1907,Midwest,23890.6,Year,Y,Certified
48053,EZYV22574,North America,Doctorate,N,N,1088,1991,West,135438.36,Year,Y,Certified
